status,RT
1,1.046
1,1.106
1,1.4
1,1.361
0,1.17
0,1.105
1,1.042
1,0.83
1,0.951
0,1.42
1,0.837
0,1.414
1,1.107
1,1.195
1,1.08
0,1.378
0,1.319
1,1.153
1,1.138
1,1.063
1,0.838
1,1.466
1,0.868
1,1.128
0,2.006
1,0.878
1,0.834
1,1.104
0,1.15
1,0.928
1,0.963
1,0.945
1,1.217
1,0.987
0,1.147
1,1.352
1,1.151
1,1.374
1,1.173
1,1.094
1,1
1,1.167
0,1.289
1,0.846
1,1.103
1,1.011
1,1.269
1,0.871
1,0.995
1,1.091
1,1.236
1,1.066
1,1.118
0,1.178
1,1.115
1,1.046
0,1.508
1,0.961
1,1.183
1,0.854
0,1.247
1,1.324
1,0.969
0,0.998
1,1.09
0,1.476
1,1.084
1,0.987
1,0.883
1,1.327
