num_trial,coh,direction,resp,status,RT,Completed
1,0.512,0,0,1,0.862842100003036,1
2,0.064,0,1,0,0.960005600005388,1
3,0,1,1,1,1.45449529998587,1
4,0,1,1,1,1.2964952000184,1
5,0.512,0,0,1,0.55671259999508,1
6,0.064,1,1,1,1.33619290002389,1
7,0.256,0,0,1,0.567438900005072,1
8,0.256,1,1,1,1.06180230001337,1
9,0.064,1,1,1,1.06044149998343,1
10,0.064,1,1,1,0.65373940000427,1
11,0.064,1,1,1,0.767266799986828,1
12,0,1,1,1,0.725978700007545,1
13,0.128,0,1,0,0.783517399977427,1
14,0.064,0,1,0,0.680660999991233,1
15,0,1,1,1,1.40690729999915,1
16,0.128,1,1,1,1.0861053999979,1
17,0.128,0,1,0,1.20811649999814,1
18,0.032,0,0,1,1.22229720000178,1
19,0,0,1,0,0.862412699993001,1
20,0.256,1,1,1,0.810789600014687,1
21,0.032,0,1,0,1.10458859999198,1
22,0.128,1,1,1,0.699420900025871,1
23,0.064,0,0,1,1.49523999998928,1
24,0.032,0,1,0,1.48656029999256,1
25,0.064,1,1,1,0.746954000002006,1
26,0.256,1,1,1,0.868381100008264,1
27,0.128,0,0,1,1.13341419998324,1
28,0.032,1,0,0,1.38460729998769,1
29,0.512,0,0,1,0.605282700009411,1
30,0.512,0,0,1,0.97055920001003,1
31,0.512,0,0,1,0.726251099986257,1
32,0.064,1,1,1,1.23389709999901,1
33,0.256,1,1,1,1.28215880002244,1
34,0,1,0,0,1.38971840002341,1
35,0.032,0,0,1,1.32276609999826,1
36,0.512,1,1,1,1.4694496000011,1
37,0.512,1,1,1,1.23757729999488,1
38,0,1,0,0,0.740227700007381,1
39,0,0,0,1,1.11100480001187,1
40,0.128,1,1,1,1.38463670000783,1
41,0.128,0,0,1,0.922353099973407,1
42,0.128,1,1,1,0.897154500009492,1
43,0.512,0,0,1,0.756722999998601,1
44,0.064,0,0,1,0.803318899997976,1
45,0.064,1,0,0,1.80638819999876,1
46,0,1,0,0,0.773328899987973,1
47,0.032,1,1,1,1.12899170001037,1
48,0.256,0,0,1,0.775323200010462,1
49,0.064,0,1,0,1.99818610001239,1
50,0.256,1,1,1,0.668429800018203,1
51,0.064,0,0,1,1.47480270001688,1
52,0.256,0,0,1,0.621657800016692,1
53,0.256,0,0,1,0.915811699989717,1
54,0,1,1,1,1.4947400999954,1
55,0.512,1,1,1,0.684776500012958,1
56,0.256,1,1,1,1.53182939998806,1
57,0,1,0,0,0.872664599999553,1
58,0.064,1,0,0,0.83265759999631,1
59,0.512,0,0,1,0.597265599993989,1
60,0.032,1,1,1,1.09031659999164,1
61,0,0,0,1,1.53123220000998,1
62,0.128,0,0,1,0.622190399997635,1
63,0.256,1,1,1,1.09787030000007,1
64,0.512,0,0,1,0.9036616999947,1
