num_trial,coh,direction,resp,status,RT,Completed
1,0.128,0,0,1,0.948442799999611,1
2,0.256,0,0,1,0.682878599996911,1
3,0.256,1,1,1,0.608244999981252,1
4,0,0,0,1,1.0789104999858,1
5,0.256,0,0,1,0.656745500018587,1
6,0.256,1,1,1,0.702560300007463,1
7,0.128,0,0,1,0.838056900014635,1
8,0.032,0,0,1,1.14693629997782,1
9,0.512,0,0,1,0.565192899986869,1
10,0.128,0,0,1,0.645936200016877,1
11,0.032,0,0,1,1.17143290000968,1
12,0.256,1,1,1,0.810310900007607,1
13,0,0,1,0,1.04424720001407,1
14,0.512,0,0,1,0.511152000020957,1
15,0.512,1,1,1,0.760274000000209,1
16,0.032,0,0,1,1.04171889999998,1
17,0.128,1,1,1,1.60505829998874,1
18,0.032,1,0,0,0.628482400003122,1
19,0.256,1,1,1,0.56510010000784,1
20,0.032,0,0,1,0.72798719999264,1
21,0.128,0,0,1,0.622310300008394,1
22,0.064,1,1,1,1.19520829999237,1
23,0.256,0,0,1,1.43802279999363,1
24,0.064,1,0,0,0.717826800013427,1
25,0.512,0,0,1,0.603709299990442,1
26,0.256,0,0,1,0.616910400014604,1
27,0.064,1,0,0,0.754262099973857,1
28,0.032,1,0,0,0.605075199971907,1
29,0.064,1,1,1,1.01886309997644,1
30,0.064,0,1,0,1.02521610000986,1
31,0.032,0,1,0,2.02787709998665,1
32,0.032,1,1,1,1.57110830000602,1
33,0,0,1,0,0.63665860000765,1
34,0,0,1,0,1.04899119999027,1
35,0.256,1,1,1,0.720293099991977,1
36,0,0,1,0,0.670171100005973,1
37,0,1,1,1,0.79677499999525,1
38,0.032,0,1,0,1.13570879999315,1
39,0,1,1,1,1.0214879999985,1
40,0.256,0,0,1,1.06001909999759,1
41,0.064,1,1,1,1.19910920000984,1
42,0,0,1,0,1.09851660000277,1
43,0.128,0,0,1,1.03306439999142,1
44,0.032,0,0,1,1.16883400001097,1
45,0.512,1,1,1,0.878037000016775,1
46,0.032,0,1,0,1.04078609999851,1
47,0.064,1,1,1,0.88900300001842,1
48,0.064,1,0,0,0.771955200005323,1
49,0,0,0,1,1.69337580000865,1
50,0,1,0,0,1.10753490001662,1
51,0.128,0,0,1,1.92456059998949,1
52,0.064,1,1,1,0.968541000009282,1
53,0.256,1,1,1,0.76371990001644,1
54,0.128,1,1,1,1.08229329998721,1
55,0.512,1,1,1,0.665580600005342,1
56,0.064,1,1,1,0.988909499981673,1
57,0.064,0,0,1,1.78880320000462,1
58,0.128,0,0,1,0.765701800002716,1
59,0.128,0,0,1,1.72100169997429,1
60,0,0,1,0,0.775009100005263,1
61,0.512,0,0,1,0.612647200003266,1
62,0.128,0,0,1,0.82150580000598,1
63,0.064,1,1,1,0.971446899988223,1
64,0.128,0,1,0,0.817710100003751,1
65,0.064,0,1,0,1.04950130000361,1
66,0.064,0,0,1,1.62839600001462,1
67,0.032,1,1,1,1.13249369998812,1
68,0.032,0,1,0,0.99126619999879,1
69,0,1,0,0,1.68463429997792,1
70,0,1,1,1,1.37342580000404,1
71,0.032,0,0,1,1.39824929999304,1
72,0.032,0,1,0,1.33942579998984,1
73,0.128,0,0,1,1.58202649999293,1
74,0.512,1,1,1,0.993586700002197,1
75,0.128,0,0,1,1.08237590000499,1
76,0,0,0,1,0.956376399990404,1
77,0.128,0,0,1,1.72565040001064,1
78,0.032,0,0,1,1.20224139999482,1
79,0.512,1,1,1,0.59999090002384,1
80,0.032,0,1,0,0.972040099994047,1
81,0.128,0,0,1,1.12119340000208,1
82,0.128,0,0,1,0.631208100006916,1
83,0.256,1,1,1,0.784651599999052,1
84,0.512,1,1,1,0.594702800008235,1
85,0.064,1,0,0,0.786303400003817,1
86,0.512,0,0,1,0.625139799987664,1
87,0.512,0,0,1,0.623901300015859,1
88,0.032,1,0,0,1.2502991000074,1
89,0.256,1,1,1,0.763132899999619,1
90,0.512,0,0,1,0.701560200017411,1
91,0,1,0,0,0.659611299983226,1
92,0.032,0,0,1,0.652936400001636,1
93,0,0,0,1,0.952853900002083,1
94,0,0,0,1,1.21701579997898,1
95,0.032,1,1,1,0.997769100009464,1
96,0.512,1,1,1,0.744146599987289,1
97,0.064,0,0,1,0.822243700007675,1
98,0.032,0,0,1,0.973219099978451,1
99,0.032,1,0,0,0.999826899991604,1
100,0.256,0,0,1,0.604761399998097,1
101,0,1,1,1,0.799809999996796,1
102,0.032,0,1,0,1.18101040000329,1
103,0.512,0,0,1,0.59076439999626,1
104,0.128,0,0,1,0.720396499993512,1
105,0.256,1,1,1,0.707837599999039,1
106,0.256,0,0,1,0.720473800000036,1
107,0.128,1,0,0,1.60073980002198,1
108,0.064,0,0,1,0.833519100007834,1
109,0,1,0,0,0.726384799985681,1
110,0.512,0,0,1,0.800430299976142,1
111,0.032,1,0,0,1.62286719999975,1
112,0.256,1,1,1,1.33507270002156,1
113,0.512,0,0,1,0.615410200000042,1
114,0,1,0,0,0.656919800007017,1
115,0.064,1,1,1,1.1200203000044,1
116,0.064,1,0,0,1.41769089997979,1
117,0.256,0,0,1,0.597530300001381,1
