num_trial,coh,direction,resp,status,RT,Completed
129,0.032,0,0,1,0.943398300005356,1
130,0.512,1,1,1,0.855129599978682,1
131,0.064,0,1,0,1.09569159999955,1
132,0.032,1,0,0,0.966647599998396,1
133,0.512,1,1,1,0.950929799990263,1
134,0.032,1,0,0,1.52862840000307,1
135,0.256,0,0,1,0.981702099990798,1
136,0.512,1,1,1,0.929234900017036,1
137,0.512,0,0,1,0.974007999990135,1
138,0.512,1,1,1,0.878255899995565,1
139,0,1,0,0,1.03754540000227,1
140,0.512,1,1,1,0.988497999991523,1
141,0.256,0,1,0,2.10777150001377,1
142,0.064,0,1,0,1.86431060000905,1
143,0.064,1,0,0,1.44282430000021,1
144,0.256,0,0,1,0.766196899989154,1
145,0.256,0,0,1,1.11405310002738,1
146,0.512,1,1,1,0.854369299981045,1
147,0.128,0,0,1,1.5639168000198,1
148,0.032,1,1,1,1.29537449998315,1
149,0,0,1,0,1.87758030000259,1
150,0.512,0,0,1,0.741067800001474,1
151,0,1,1,1,0.965321499999845,1
152,0,1,1,1,1.16914169999654,1
153,0.256,0,0,1,1.32586899999296,1
154,0.032,1,1,1,1.26099700000486,1
155,0.256,1,1,1,1.05961749999551,1
156,0.128,0,0,1,1.59687239999766,1
157,0.064,1,0,0,1.35161860001972,1
158,0.512,1,1,1,0.88767860000371,1
159,0.256,1,1,1,1.48445640000864,1
160,0.064,0,0,1,1.79689629998757,1
161,0.512,0,0,1,0.757315499999095,1
162,0.128,0,0,1,1.25116329998127,1
163,0.512,0,0,1,0.793451599980472,1
164,0.128,1,1,1,1.00477729999693,1
165,0.256,1,1,1,1.01039729997865,1
166,0.128,1,1,1,1.42789210000774,1
167,0.064,1,0,0,1.05328890000237,1
168,0.032,0,0,1,0.752795799984597,1
169,0.256,1,1,1,0.962239600019529,1
170,0.032,0,0,1,2.28515750000952,1
171,0.512,1,1,1,0.793857800017577,1
172,0.064,1,1,1,1.98869749999722,1
173,0.256,0,0,1,1.06795480000437,1
174,0.512,1,1,1,0.800895699998364,1
175,0.256,0,0,1,0.747680599975865,1
176,0.064,0,1,0,1.16258780000499,1
177,0.256,0,0,1,0.73991709999973,1
178,0.032,0,0,1,1.30148130000453,1
179,0.032,1,0,0,1.59385560001829,1
180,0.032,1,0,0,0.908317599998554,1
181,0.064,0,1,0,1.17715390000376,1
182,0,1,0,0,1.63127629997325,1
183,0.256,1,1,1,0.802095700026257,1
184,0.128,1,1,1,1.63795760000357,1
185,0.032,0,1,0,1.02978400001302,1
186,0,0,0,1,1.42963829997461,1
187,0.512,0,0,1,0.736762399988947,1
188,0.256,1,1,1,0.979732000007061,1
189,0.512,1,1,1,1.05448249998153,1
190,0.064,1,1,1,1.58669080000254,1
191,0.032,1,0,0,1.97100730001694,1
192,0.064,1,1,1,1.59545989998151,1
193,0.128,1,1,1,1.21868119999999,1
194,0.032,1,0,0,1.33685550000519,1
195,0,0,1,0,1.63399090000894,1
196,0.128,1,1,1,1.57291780001833,1
197,0.032,0,0,1,1.36683059998904,1
198,0.512,1,1,1,1.06698410000536,1
199,0,1,1,1,1.60128999999142,1
200,0.512,0,0,1,0.79063549998682,1
201,0.032,1,1,1,1.03414589999011,1
202,0.256,0,0,1,1.38407149998238,1
203,0.064,1,0,0,1.16167560001486,1
204,0,1,0,0,1.64139540001634,1
