num_trial,coh,direction,resp,status,RT,Completed
1,0.256,1,1,1,1.69636540001375,1
2,0.256,1,1,1,1.27972950000549,1
3,0.128,0,0,1,1.38651809998555,1
4,0.128,1,1,1,1.87430689999019,1
5,0.256,0,0,1,0.646292299992638,1
6,0.512,1,1,1,0.563892799982568,1
7,0.256,0,0,1,0.723191199998837,1
8,0.128,1,1,1,1.3542794000241,1
9,0.256,1,1,1,1.79298500000732,1
10,0.256,0,0,1,0.545870500005549,1
11,0.256,0,1,0,0.675306499993894,1
12,0.064,1,0,0,0.883785100013483,1
13,0.512,1,1,1,0.73066370000015,1
14,0.032,0,1,0,1.23291229997994,1
15,0.064,0,0,1,0.90341680002166,1
16,0.128,1,1,1,1.91141349999816,1
17,0.256,1,1,1,0.830279499990866,1
18,0,0,1,0,1.58157859998755,1
19,0,1,0,0,1.06880480001564,1
20,0.256,0,0,1,1.41734870002256,1
21,0.032,1,1,1,2.77415750001092,1
22,0.512,1,1,1,0.55205090000527,1
23,0.128,0,0,1,1.32276020001154,1
24,0.064,1,1,1,1.53544760000659,1
25,0.512,0,0,1,0.737408799992409,1
26,0.064,0,1,0,1.2985794999986,1
27,0.128,1,1,1,0.80203070002608,1
28,0.032,1,1,1,1.00129790001665,1
29,0.032,0,1,0,1.11354059999576,1
30,0.032,1,0,0,0.595033399993554,1
31,0.032,1,1,1,0.446452000003774,1
32,0.256,1,1,1,0.501456700003473,1
33,0.128,0,1,0,0.61822669999674,1
34,0.064,1,0,0,0.545945499994559,1
35,0.032,0,1,0,0.324171599990223,1
36,0.064,0,0,1,0.789270399982342,1
37,0.256,0,0,1,0.543047700019088,1
38,0.064,1,1,1,0.926487399992766,1
39,0.256,0,0,1,0.804996700026095,1
40,0.064,1,1,1,0.998149600025499,1
41,0.128,1,1,1,1.02797130000545,1
42,0,1,1,1,0.970590800017817,1
43,0.512,1,1,1,0.497011499974178,1
44,0,0,1,0,0.651443199982168,1
45,0.064,1,1,1,0.880843199993251,1
46,0.256,0,0,1,0.798864000011235,1
47,0.512,0,0,1,0.513800799992168,1
48,0.128,1,1,1,1.19453290000092,1
49,0.128,1,1,1,0.992683999997098,1
50,0.032,0,1,0,0.986572399997385,1
51,0.256,1,1,1,0.797080099990126,1
52,0.256,0,0,1,0.598559599980945,1
53,0,0,1,0,1.37170339998556,1
54,0.128,1,1,1,0.883730699977605,1
55,0,1,1,1,1.22792979999213,1
56,0,1,1,1,0.662952500017127,1
57,0.032,0,1,0,1.00550950001343,1
58,0,0,0,1,0.756452500005253,1
59,0,0,1,0,0.977110399981029,1
60,0.512,0,0,1,0.440586199983954,1
61,0.256,1,1,1,0.590941500006011,1
62,0.064,1,0,0,1.29663889997755,1
63,0.064,1,1,1,0.39063239999814,1
64,0.032,0,1,0,0.797125500015682,1
65,0,1,0,0,0.353990200004773,1
66,0,1,1,1,0.415390999987721,1
67,0.032,1,1,1,0.665369900001679,1
68,0.512,1,1,1,0.469738399988273,1
69,0.512,1,1,1,0.521055200020783,1
70,0.032,1,1,1,1.40879200000199,1
71,0,0,0,1,0.954621000011684,1
72,0.512,1,1,1,0.600685200013686,1
73,0.128,0,1,0,0.740922099997988,1
74,0.512,1,1,1,0.571120200009318,1
75,0,1,1,1,0.817351900012,1
76,0.512,0,0,1,0.605960500019137,1
77,0.032,0,0,1,0.924769999983255,1
78,0,0,0,1,0.900096500001382,1
79,0.256,0,0,1,0.566339499986498,1
80,0.512,0,0,1,0.550629600009415,1
81,0,0,1,0,0.793491499993252,1
82,0,1,0,0,0.451743600016925,1
83,0.512,1,1,1,0.41749510000227,1
84,0.064,0,1,0,0.812525699991966,1
85,0.256,0,0,1,0.495066000003135,1
86,0,0,1,0,1.07654890001868,1
87,0.032,0,0,1,0.407794500002638,1
88,0.032,1,1,1,0.977735399996163,1
89,0.128,1,1,1,0.526591600006213,1
90,0.128,0,0,1,0.943266999995103,1
91,0.032,1,1,1,0.457368700008374,1
92,0.256,0,0,1,0.418784600013169,1
93,0.128,0,1,0,1.50567720000981,1
94,0.032,0,0,1,0.464833600010024,1
95,0.128,0,0,1,1.12333629999193,1
96,0.064,1,1,1,0.927134800003842,1
97,0,1,1,1,1.04066589998547,1
98,0.032,0,1,0,1.05442480000784,1
99,0,0,1,0,0.896174800000153,1
100,0.256,1,0,0,0.321314500004519,1
101,0.064,0,1,0,0.857071000005817,1
102,0.512,0,0,1,0.498639700002968,1
103,0.512,0,0,1,0.485745300014969,1
104,0.128,1,1,1,0.743224200006807,1
105,0.064,0,1,0,0.926125700003468,1
106,0.128,0,0,1,0.518694600003073,1
107,0.512,1,1,1,0.603422299987869,1
108,0.256,1,1,1,1.84396469997591,1
109,0.512,0,0,1,0.871415200002957,1
110,0.032,1,1,1,0.992664599994896,1
111,0.064,0,1,0,1.07656119999592,1
112,0.064,1,0,0,1.90108169999439,1
