num_trial,coh,direction,resp,status,RT,Completed
1,0,0,1,0,1.51038429999608,1
2,0.512,0,0,1,0.614319599990267,1
3,0.064,0,1,0,1.55129859998124,1
4,0.512,0,0,1,0.395938700006809,1
5,0.064,0,1,0,1.25590910000028,1
6,0,0,0,1,0.633761000004597,1
7,0.128,0,1,0,0.751183400017908,1
8,0.032,1,0,0,0.56545660001575,1
9,0.512,0,0,1,0.63073499998427,1
10,0,0,1,0,1.30685340001946,1
11,0.128,1,0,0,0.386594000010518,1
12,0.256,1,1,1,0.540112300019246,1
13,0.512,0,0,1,0.553849999996601,1
14,0.256,0,1,0,2.37246260000393,1
15,0.032,0,0,1,1.39744949998567,1
16,0.128,1,1,1,1.47355289998814,1
17,0.256,1,1,1,0.870095299993409,1
18,0,0,0,1,1.77376300000469,1
19,0.128,0,0,1,1.02061530001811,1
20,0,1,0,0,0.787719799991464,1
21,0.512,1,1,1,0.390348099987023,1
22,0.064,1,1,1,1.39934679999715,1
23,0.032,1,1,1,0.694241599994712,1
24,0.064,0,1,0,0.994795400009025,1
25,0.128,0,0,1,0.446048799989512,1
26,0.064,0,1,0,0.749137300008442,1
27,0.064,0,0,1,0.467223399988143,1
28,0.128,1,1,1,0.910542300000088,1
29,0.032,1,1,1,0.995650299999397,1
30,0.032,1,1,1,0.855331800004933,1
31,0.256,1,1,1,0.463266800012207,1
32,0.032,1,1,1,1.12329489999684,1
33,0.256,1,1,1,0.547708900005091,1
34,0.128,1,0,0,1.31780730001628,1
35,0.064,0,1,0,0.362638399994466,1
36,0,1,0,0,0.394659000012325,1
37,0.128,0,1,0,0.555343999993056,1
38,0.032,0,0,1,1.0436267000041,1
39,0.256,0,0,1,0.476408499991521,1
40,0.064,1,1,1,1.12127390000387,1
41,0.032,0,1,0,1.34320190001745,1
42,0,0,0,1,0.668913400004385,1
43,0.032,0,1,0,1.49944740001229,1
44,0.128,0,0,1,0.395944399992004,1
45,0,0,1,0,1.53931029999512,1
46,0,0,0,1,0.331386400008341,1
47,0.064,1,1,1,0.822157299990067,1
48,0.256,1,1,1,0.437562800012529,1
49,0.128,0,0,1,0.599466699990444,1
50,0.512,0,0,1,0.583146600023611,1
51,0,0,0,1,1.41868919998524,1
52,0.064,0,1,0,0.788811200007331,1
53,0.128,1,0,0,0.385016099986387,1
54,0.064,1,1,1,1.96413300000131,1
55,0.128,1,1,1,0.621549600007711,1
56,0.064,0,1,0,1.19390750001185,1
57,0,1,1,1,2.67236870000488,1
58,0.064,1,1,1,0.578573200007668,1
59,0.128,1,1,1,1.06927120001637,1
60,0.128,1,1,1,0.769211400009226,1
61,0.064,1,1,1,0.608854499994777,1
62,0.032,1,1,1,0.582883800001582,1
63,0.064,0,0,1,1.51591940000071,1
64,0.128,1,1,1,1.03740580001613,1
65,0.064,1,1,1,0.975087099999655,1
66,0.064,1,1,1,1.42218230001163,1
67,0.128,1,1,1,0.766630300000543,1
68,0.512,1,1,1,0.467235000018263,1
69,0.512,0,0,1,0.619923799997196,1
70,0.032,1,1,1,1.14150500000687,1
71,0.128,1,0,0,0.412072899984196,1
72,0.064,1,1,1,0.411390699999174,1
73,0.032,1,1,1,0.593887900002301,1
74,0.256,0,0,1,0.61857880000025,1
75,0.128,1,1,1,0.773295299994061,1
76,0.256,0,0,1,0.518724399997154,1
77,0.064,1,0,0,1.2456991999934,1
78,0.064,1,1,1,0.765168000012636,1
79,0.512,0,0,1,0.567648600001121,1
80,0.128,1,1,1,0.782728299993323,1
81,0.512,0,0,1,0.613519199978327,1
82,0.128,1,1,1,0.874442500004079,1
83,0,0,0,1,0.630207200010773,1
84,0.512,1,1,1,0.386775399994804,1
85,0.064,0,0,1,1.14022069997736,1
86,0.256,0,0,1,0.751401599991368,1
87,0.032,1,0,0,0.884932299988577,1
88,0.512,1,1,1,0.554141400003573,1
89,0.032,1,1,1,0.695441999996547,1
90,0.032,0,1,0,0.701438799995231,1
91,0.032,1,0,0,0.642899900005432,1
92,0.512,1,1,1,0.394721699994989,1
93,0.064,1,1,1,1.64098520000698,1
94,0,1,0,0,0.743771299981745,1
95,0.128,1,1,1,0.343774600012694,1
96,0.256,1,1,1,0.438067499984754,1
97,0.032,0,1,0,1.04218560000299,1
98,0.064,0,0,1,0.447536299994681,1
99,0.256,1,1,1,0.470631599979242,1
100,0,0,0,1,0.378297600022051,1
101,0,0,1,0,1.43074989999877,1
102,0.256,1,1,1,0.605619300011313,1
103,0.256,0,0,1,0.534085999999661,1
104,0.128,1,1,1,0.789484400011133,1
105,0.256,1,1,1,0.580149400018854,1
106,0.032,0,1,0,1.08807630001684,1
107,0.512,1,1,1,0.497064099996351,1
108,0.256,1,1,1,0.536100800003624,1
109,0,0,1,0,0.687952300009783,1
110,0.032,0,0,1,0.378359800000908,1
111,0.512,0,0,1,0.376283499994315,1
112,0.128,1,1,1,0.827082200004952,1
113,0.256,0,0,1,0.396196699992288,1
114,0.256,0,1,0,0.867217299994081,1
115,0.512,0,0,1,0.440993500000332,1
116,0.512,1,1,1,0.514617299981182,1
117,0.128,0,0,1,0.38458760001231,1
118,0.064,1,1,1,0.567097399994964,1
119,0.512,1,1,1,0.561311600002227,1
120,0.032,1,1,1,0.868951299984474,1
121,0.512,1,1,1,0.593487400008598,1
122,0.512,0,0,1,0.55842549999943,1
123,0.064,1,1,1,1.16524769997341,1
124,0.064,1,0,0,0.591796399996383,1
125,0.032,1,1,1,0.71540630000527,1
126,0.032,0,1,0,0.920932000008179,1
127,0.512,1,1,1,0.481182300020009,1
128,0.128,0,1,0,1.17227270000149,1
129,0.256,0,1,0,1.08048590001999,1
130,0.512,0,0,1,0.598732699989341,1
131,0.064,1,1,1,0.909811999998055,1
132,0.512,1,1,1,0.516182499995921,1
133,0,1,1,1,1.27013080002507,1
134,0.256,0,0,1,0.845903200010071,1
135,0,0,1,0,0.494439899979625,1
136,0.064,1,1,1,0.992414700012887,1
137,0.032,0,1,0,0.836465800006408,1
138,0.256,1,1,1,1.38320609999937,1
139,0.256,1,1,1,0.858826799987582,1
140,0.512,1,1,1,0.470956000004662,1
141,0,1,1,1,0.826347900001565,1
142,0.128,0,0,1,0.741799600014929,1
143,0.032,0,1,0,0.531394299992826,1
144,0.128,0,0,1,0.544645999994827,1
145,0,0,0,1,0.785688799980562,1
146,0,0,1,0,1.50914370000828,1
147,0.032,1,0,0,0.650879699998768,1
148,0,0,1,0,0.568431199993938,1
149,0.256,1,1,1,0.721278099983465,1
150,0,0,1,0,1.18465979999746,1
151,0.064,0,0,1,0.386904699989827,1
152,0.128,0,0,1,0.532356699986849,1
153,0.512,1,1,1,0.565805599995656,1
154,0.128,1,1,1,1.26540959998965,1
155,0.128,0,1,0,1.08307610001066,1
156,0.032,1,1,1,0.938406100001885,1
157,0,0,1,0,0.842573800007813,1
158,0,0,0,1,2.32341730000917,1
159,0.032,1,0,0,1.78014669998083,1
160,0.512,0,0,1,0.62106470001163,1
161,0.032,1,1,1,1.6445773000014,1
162,0.512,0,0,1,0.446805600018706,1
163,0.032,1,0,0,1.22138959998847,1
164,0.512,0,0,1,0.651138100016396,1
165,0,0,1,0,1.37521050000214,1
166,0.032,0,0,1,0.408292199979769,1
